01/01/2000;6.24
01/01/2001;3.88
01/01/2002;1.67
01/01/2003;1.13
01/01/2004;1.35
01/01/2005;3.22
01/01/2006;4.97
01/01/2007;5.02
01/01/2008;1.92
01/01/2009;0.16
01/01/2010;0.18
01/01/2011;0.10
01/01/2012;0.14
01/01/2013;0.11
01/01/2014;0.09
01/01/2015;0.13
01/01/2016;0.39
01/01/2017;1.00
01/01/2018;1.83
01/01/2019;2.16
01/01/2020;0.37
01/01/2021;0.08
01/01/2022;1.69
01/01/2023;5.03
01/01/2024;5.14
