01/01/2000;1.6759598872092700
01/01/2001;1.6347807954960101
01/01/2002;1.9234122872706001
01/01/2003;2.0984721914692299
01/01/2004;2.1420896464024102
01/01/2005;1.7458693638048199
01/01/2006;1.6751244960872300
01/01/2007;1.4879980595386000
01/01/2008;2.8128619491478699
01/01/2009;0.0876204781574552
01/01/2010;1.5311227042092601
01/01/2011;2.1115979517499399
01/01/2012;1.9541953161351000
01/01/2013;0.8637154978618050
01/01/2014;0.5077588229379900
01/01/2015;0.0375143805125182
01/01/2016;0.1833348611238600
01/01/2017;1.0322827506466199
01/01/2018;1.8508150831550201
01/01/2019;1.1082549228829399
01/01/2020;0.4764988527250660
01/01/2021;1.6423314103838500
01/01/2022;5.2223674836973508
01/01/2023;4.8783572650844098
01/01/2024;1.9990494229146301
